age,education,marital.status,race,sex,income
56,HS-grad,Married-civ-spouse,White,Female,<=50K
46,HS-grad,Widowed,White,Female,<=50K
48,HS-grad,Divorced,White,Female,<=50K
22,HS-grad,Never-married,Black,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Married-civ-spouse,White,Male,<=50K
48,HS-grad,Married-civ-spouse,White,Male,>50K
19,HS-grad,Never-married,White,Female,<=50K
51,HS-grad,Divorced,White,Female,<=50K
29,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,>50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,White,Male,>50K
65,HS-grad,Widowed,Black,Female,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,Black,Male,<=50K
22,HS-grad,Separated,White,Female,<=50K
37,HS-grad,Married-civ-spouse,White,Male,>50K
22,HS-grad,Never-married,White,Female,<=50K
45,HS-grad,Married-civ-spouse,White,Female,<=50K
47,HS-grad,Married-civ-spouse,White,Male,>50K
45,HS-grad,Never-married,White,Male,<=50K
38,HS-grad,Divorced,White,Female,<=50K
38,HS-grad,Divorced,White,Male,<=50K
42,HS-grad,Married-civ-spouse,White,Male,<=50K
45,HS-grad,Married-civ-spouse,White,Male,<=50K
57,HS-grad,Married-civ-spouse,Black,Male,>50K
27,HS-grad,Divorced,White,Female,<=50K
29,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Married-civ-spouse,White,Male,<=50K
18,HS-grad,Never-married,White,Male,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
55,HS-grad,Married-civ-spouse,White,Male,<=50K
32,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Married-civ-spouse,White,Male,<=50K
48,HS-grad,Married-civ-spouse,White,Male,>50K
46,HS-grad,Married-civ-spouse,White,Male,<=50K
41,HS-grad,Divorced,Black,Female,<=50K
22,HS-grad,Never-married,White,Female,<=50K
24,HS-grad,Never-married,White,Male,<=50K
61,HS-grad,Divorced,Asian-Pac-Islander,Female,<=50K
39,HS-grad,Divorced,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
41,HS-grad,Never-married,White,Female,<=50K
18,HS-grad,Never-married,Black,Female,<=50K
36,HS-grad,Married-civ-spouse,White,Male,<=50K
33,HS-grad,Divorced,White,Female,<=50K
39,HS-grad,Divorced,White,Male,>50K
30,HS-grad,Never-married,Black,Male,<=50K
34,HS-grad,Married-civ-spouse,White,Male,>50K
43,HS-grad,Married-civ-spouse,White,Male,>50K
23,HS-grad,Married-civ-spouse,White,Male,<=50K
51,HS-grad,Separated,White,Female,<=50K
33,HS-grad,Married-civ-spouse,White,Male,<=50K
32,HS-grad,Divorced,White,Female,<=50K
52,HS-grad,Divorced,White,Male,<=50K
34,HS-grad,Divorced,White,Male,<=50K
26,HS-grad,Never-married,White,Female,<=50K
26,HS-grad,Divorced,White,Female,<=50K
51,HS-grad,Widowed,White,Female,<=50K
19,HS-grad,Never-married,White,Male,<=50K
49,HS-grad,Divorced,White,Male,<=50K
45,HS-grad,Separated,Black,Female,<=50K
60,HS-grad,Never-married,Black,Female,<=50K
37,HS-grad,Married-civ-spouse,White,Male,>50K
41,HS-grad,Married-civ-spouse,White,Male,<=50K
57,HS-grad,Divorced,Black,Female,<=50K
38,HS-grad,Married-AF-spouse,White,Female,<=50K
23,HS-grad,Never-married,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Married-civ-spouse,White,Male,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
49,HS-grad,Married-civ-spouse,White,Male,>50K
61,HS-grad,Married-civ-spouse,White,Male,>50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Married-civ-spouse,White,Female,<=50K
25,HS-grad,Never-married,Black,Female,<=50K
26,HS-grad,Never-married,White,Male,<=50K
40,HS-grad,Separated,White,Female,<=50K
52,HS-grad,Widowed,White,Male,<=50K
61,HS-grad,Married-civ-spouse,Black,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
56,HS-grad,Married-civ-spouse,White,Male,>50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Married-civ-spouse,White,Male,>50K
36,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Divorced,Black,Female,<=50K
40,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,>50K
24,HS-grad,Never-married,White,Female,<=50K
52,HS-grad,Married-civ-spouse,White,Male,<=50K
21,HS-grad,Never-married,White,Male,<=50K
31,HS-grad,Divorced,White,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Female,<=50K
21,HS-grad,Married-spouse-absent,White,Female,<=50K
30,HS-grad,Never-married,White,Female,<=50K
23,HS-grad,Separated,White,Female,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
65,HS-grad,Divorced,White,Female,<=50K
64,HS-grad,Married-civ-spouse,White,Male,>50K
50,HS-grad,Married-civ-spouse,White,Male,<=50K
41,HS-grad,Married-civ-spouse,White,Male,>50K
45,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Married-civ-spouse,Black,Male,<=50K
35,HS-grad,Never-married,White,Female,<=50K
36,HS-grad,Married-spouse-absent,Black,Male,<=50K
38,HS-grad,Never-married,White,Female,<=50K
50,HS-grad,Married-civ-spouse,White,Male,<=50K
34,HS-grad,Married-civ-spouse,White,Male,>50K
35,HS-grad,Never-married,White,Male,<=50K
61,HS-grad,Never-married,Black,Female,<=50K
31,HS-grad,Married-civ-spouse,White,Male,>50K
20,HS-grad,Never-married,Black,Female,<=50K
51,HS-grad,Never-married,Black,Male,<=50K
59,HS-grad,Widowed,White,Female,<=50K
21,HS-grad,Never-married,White,Female,<=50K
49,HS-grad,Married-civ-spouse,White,Male,>50K
21,HS-grad,Never-married,White,Female,<=50K
61,HS-grad,Married-civ-spouse,White,Male,<=50K
63,HS-grad,Never-married,White,Male,<=50K
41,HS-grad,Divorced,White,Female,<=50K
51,HS-grad,Married-civ-spouse,Black,Male,>50K
31,HS-grad,Married-civ-spouse,White,Male,>50K
32,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,Black,Female,<=50K
28,HS-grad,Married-civ-spouse,Other,Male,<=50K
68,HS-grad,Widowed,White,Female,<=50K
35,HS-grad,Divorced,White,Female,<=50K
61,HS-grad,Married-civ-spouse,White,Male,<=50K
54,HS-grad,Divorced,White,Male,<=50K
34,HS-grad,Divorced,White,Female,<=50K
36,HS-grad,Never-married,White,Male,<=50K
22,HS-grad,Never-married,White,Female,<=50K
54,HS-grad,Married-civ-spouse,White,Male,>50K
42,HS-grad,Divorced,White,Male,<=50K
26,HS-grad,Never-married,White,Male,<=50K
59,HS-grad,Divorced,White,Male,<=50K
20,HS-grad,Never-married,White,Male,<=50K
51,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Separated,White,Male,<=50K
31,HS-grad,Never-married,White,Male,<=50K
50,HS-grad,Married-civ-spouse,White,Male,<=50K
23,HS-grad,Never-married,White,Female,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Married-civ-spouse,Black,Male,<=50K
27,HS-grad,Divorced,White,Male,<=50K
33,HS-grad,Never-married,White,Male,<=50K
52,HS-grad,Married-civ-spouse,White,Male,>50K
20,HS-grad,Married-civ-spouse,White,Male,<=50K
59,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Never-married,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
25,HS-grad,Never-married,White,Female,<=50K
28,HS-grad,Separated,White,Female,<=50K
38,HS-grad,Divorced,Black,Female,<=50K
50,HS-grad,Never-married,Black,Female,<=50K
30,HS-grad,Separated,White,Female,<=50K
42,HS-grad,Married-civ-spouse,White,Male,>50K
64,HS-grad,Widowed,White,Female,<=50K
24,HS-grad,Divorced,White,Male,<=50K
46,HS-grad,Married-civ-spouse,White,Male,>50K
55,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
19,HS-grad,Never-married,White,Female,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
53,HS-grad,Married-civ-spouse,White,Male,>50K
36,HS-grad,Divorced,White,Female,<=50K
53,HS-grad,Divorced,Black,Male,<=50K
75,HS-grad,Widowed,Asian-Pac-Islander,Male,>50K
36,HS-grad,Married-civ-spouse,White,Male,>50K
29,HS-grad,Married-civ-spouse,Black,Male,<=50K
58,HS-grad,Widowed,White,Male,<=50K
67,HS-grad,Married-civ-spouse,White,Male,<=50K
23,HS-grad,Never-married,White,Male,<=50K
23,HS-grad,Divorced,White,Female,<=50K
44,HS-grad,Divorced,Black,Female,<=50K
33,HS-grad,Married-civ-spouse,White,Male,<=50K
32,HS-grad,Married-civ-spouse,White,Male,<=50K
61,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Never-married,White,Female,<=50K
19,HS-grad,Divorced,White,Female,<=50K
24,HS-grad,Married-civ-spouse,White,Male,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
39,HS-grad,Married-civ-spouse,Black,Male,<=50K
24,HS-grad,Never-married,White,Female,<=50K
27,HS-grad,Married-civ-spouse,Black,Female,<=50K
49,HS-grad,Married-civ-spouse,Black,Male,<=50K
36,HS-grad,Married-spouse-absent,White,Female,<=50K
57,HS-grad,Widowed,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Never-married,White,Male,<=50K
24,HS-grad,Never-married,White,Male,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Married-civ-spouse,White,Male,<=50K
52,HS-grad,Married-civ-spouse,White,Male,>50K
41,HS-grad,Divorced,White,Male,<=50K
60,HS-grad,Married-civ-spouse,White,Male,<=50K
57,HS-grad,Married-civ-spouse,White,Male,>50K
24,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Widowed,White,Male,<=50K
47,HS-grad,Divorced,White,Female,<=50K
30,HS-grad,Never-married,White,Male,<=50K
31,HS-grad,Married-civ-spouse,White,Male,>50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
22,HS-grad,Never-married,White,Female,<=50K
37,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,White,Male,<=50K
72,HS-grad,Married-civ-spouse,White,Male,<=50K
44,HS-grad,Married-civ-spouse,White,Male,>50K
38,HS-grad,Divorced,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
43,HS-grad,Separated,White,Male,<=50K
50,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Married-civ-spouse,White,Male,<=50K
46,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Never-married,White,Female,<=50K
61,HS-grad,Widowed,White,Female,<=50K
32,HS-grad,Separated,Asian-Pac-Islander,Female,<=50K
28,HS-grad,Divorced,Asian-Pac-Islander,Female,<=50K
33,HS-grad,Married-civ-spouse,White,Male,>50K
37,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Divorced,White,Male,<=50K
37,HS-grad,Married-spouse-absent,Black,Female,<=50K
25,HS-grad,Never-married,White,Female,<=50K
29,HS-grad,Never-married,White,Male,<=50K
32,HS-grad,Never-married,White,Male,<=50K
59,HS-grad,Married-civ-spouse,White,Male,>50K
40,HS-grad,Divorced,White,Male,<=50K
61,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Never-married,White,Female,<=50K
34,HS-grad,Never-married,White,Male,<=50K
55,HS-grad,Divorced,White,Female,<=50K
28,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Never-married,Black,Female,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Never-married,White,Female,<=50K
51,HS-grad,Married-civ-spouse,White,Male,>50K
23,HS-grad,Never-married,White,Male,<=50K
51,HS-grad,Married-civ-spouse,White,Male,<=50K
50,HS-grad,Divorced,White,Male,<=50K
18,HS-grad,Never-married,White,Female,<=50K
26,HS-grad,Never-married,White,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Female,>50K
33,HS-grad,Never-married,Black,Male,<=50K
20,HS-grad,Never-married,White,Male,<=50K
52,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
45,HS-grad,Divorced,White,Female,<=50K
25,HS-grad,Never-married,White,Female,<=50K
45,HS-grad,Divorced,White,Female,<=50K
41,HS-grad,Married-civ-spouse,White,Male,<=50K
43,HS-grad,Married-civ-spouse,White,Male,<=50K
61,HS-grad,Married-civ-spouse,White,Male,>50K
28,HS-grad,Married-civ-spouse,White,Male,<=50K
47,HS-grad,Divorced,White,Female,<=50K
33,HS-grad,Divorced,White,Female,<=50K
36,HS-grad,Divorced,White,Male,<=50K
47,HS-grad,Married-civ-spouse,Black,Female,<=50K
42,HS-grad,Divorced,White,Male,>50K
21,HS-grad,Never-married,White,Female,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Never-married,Black,Female,<=50K
33,HS-grad,Divorced,White,Male,<=50K
30,HS-grad,Never-married,White,Female,<=50K
42,HS-grad,Never-married,White,Male,<=50K
46,HS-grad,Married-civ-spouse,White,Male,<=50K
40,HS-grad,Married-civ-spouse,White,Male,<=50K
33,HS-grad,Never-married,White,Male,<=50K
20,HS-grad,Married-civ-spouse,White,Male,<=50K
21,HS-grad,Never-married,White,Male,<=50K
62,HS-grad,Widowed,White,Female,<=50K
54,HS-grad,Never-married,White,Male,<=50K
21,HS-grad,Never-married,White,Female,<=50K
30,HS-grad,Separated,White,Female,<=50K
39,HS-grad,Never-married,White,Male,<=50K
54,HS-grad,Married-spouse-absent,White,Female,<=50K
23,HS-grad,Never-married,White,Male,<=50K
28,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Never-married,Black,Male,<=50K
19,HS-grad,Never-married,White,Female,<=50K
30,HS-grad,Never-married,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,>50K
32,HS-grad,Never-married,White,Female,<=50K
19,HS-grad,Never-married,White,Male,<=50K
33,HS-grad,Separated,White,Male,<=50K
20,HS-grad,Never-married,White,Female,<=50K
48,HS-grad,Married-civ-spouse,White,Female,<=50K
38,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Never-married,Asian-Pac-Islander,Male,<=50K
62,HS-grad,Divorced,White,Female,<=50K
28,HS-grad,Never-married,White,Female,<=50K
50,HS-grad,Separated,Black,Male,<=50K
37,HS-grad,Married-civ-spouse,White,Male,<=50K
40,HS-grad,Married-civ-spouse,White,Female,>50K
25,HS-grad,Married-civ-spouse,Other,Male,<=50K
30,HS-grad,Never-married,Black,Female,<=50K
29,HS-grad,Never-married,Black,Female,<=50K
65,HS-grad,Widowed,Black,Female,<=50K
39,HS-grad,Never-married,Black,Female,<=50K
31,HS-grad,Married-civ-spouse,White,Male,>50K
31,HS-grad,Separated,Black,Female,<=50K
27,HS-grad,Never-married,White,Male,<=50K
45,HS-grad,Widowed,Black,Female,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
25,HS-grad,Never-married,Black,Male,<=50K
33,HS-grad,Divorced,White,Female,<=50K
22,HS-grad,Never-married,White,Male,<=50K
40,HS-grad,Married-civ-spouse,White,Female,>50K
24,HS-grad,Never-married,White,Male,<=50K
50,HS-grad,Widowed,White,Female,<=50K
22,HS-grad,Never-married,White,Female,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
61,HS-grad,Divorced,White,Female,<=50K
44,HS-grad,Never-married,Black,Male,<=50K
29,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Never-married,White,Male,<=50K
19,HS-grad,Never-married,White,Male,<=50K
26,HS-grad,Divorced,White,Female,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Divorced,White,Male,<=50K
41,HS-grad,Divorced,White,Male,<=50K
56,HS-grad,Divorced,White,Male,<=50K
46,HS-grad,Divorced,White,Male,<=50K
46,HS-grad,Divorced,White,Male,<=50K
31,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,White,Male,<=50K
23,HS-grad,Never-married,White,Female,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Married-spouse-absent,White,Female,<=50K
43,HS-grad,Divorced,White,Female,<=50K
34,HS-grad,Married-civ-spouse,White,Male,>50K
19,HS-grad,Never-married,White,Male,<=50K
45,HS-grad,Married-civ-spouse,White,Male,<=50K
23,HS-grad,Never-married,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Married-civ-spouse,White,Male,<=50K
18,HS-grad,Never-married,White,Male,<=50K
22,HS-grad,Never-married,White,Female,<=50K
43,HS-grad,Married-civ-spouse,White,Female,>50K
41,HS-grad,Married-civ-spouse,White,Male,>50K
64,HS-grad,Married-civ-spouse,White,Male,>50K
20,HS-grad,Never-married,White,Female,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
29,HS-grad,Never-married,Black,Female,<=50K
25,HS-grad,Never-married,White,Male,<=50K
72,HS-grad,Married-civ-spouse,White,Male,<=50K
27,HS-grad,Never-married,White,Female,<=50K
29,HS-grad,Never-married,White,Male,>50K
18,HS-grad,Never-married,White,Female,<=50K
48,HS-grad,Married-civ-spouse,Black,Female,<=50K
23,HS-grad,Never-married,White,Female,<=50K
47,HS-grad,Married-spouse-absent,Black,Female,<=50K
19,HS-grad,Never-married,White,Female,<=50K
51,HS-grad,Married-civ-spouse,White,Male,<=50K
41,HS-grad,Separated,White,Male,<=50K
31,HS-grad,Never-married,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
28,HS-grad,Married-civ-spouse,White,Male,>50K
43,HS-grad,Married-civ-spouse,White,Male,<=50K
19,HS-grad,Never-married,White,Male,<=50K
21,HS-grad,Never-married,White,Male,<=50K
33,HS-grad,Never-married,White,Male,<=50K
44,HS-grad,Never-married,Black,Female,<=50K
28,HS-grad,Never-married,White,Female,<=50K
20,HS-grad,Never-married,White,Male,<=50K
21,HS-grad,Never-married,Amer-Indian-Eskimo,Male,<=50K
26,HS-grad,Never-married,White,Male,<=50K
35,HS-grad,Divorced,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
37,HS-grad,Never-married,White,Male,<=50K
58,HS-grad,Never-married,White,Female,<=50K
44,HS-grad,Never-married,Asian-Pac-Islander,Female,<=50K
29,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,Male,<=50K
50,HS-grad,Never-married,White,Male,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Divorced,White,Male,<=50K
41,HS-grad,Married-civ-spouse,Black,Male,<=50K
57,HS-grad,Married-civ-spouse,White,Male,>50K
45,HS-grad,Married-civ-spouse,White,Male,<=50K
39,HS-grad,Married-civ-spouse,White,Male,>50K
38,HS-grad,Married-civ-spouse,Black,Male,<=50K
19,HS-grad,Never-married,White,Male,<=50K
36,HS-grad,Married-civ-spouse,White,Male,>50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Divorced,White,Female,<=50K
31,HS-grad,Divorced,White,Female,<=50K
43,HS-grad,Married-civ-spouse,White,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Female,<=50K
46,HS-grad,Divorced,White,Female,<=50K
45,HS-grad,Married-civ-spouse,White,Male,>50K
44,HS-grad,Never-married,White,Female,<=50K
23,HS-grad,Never-married,Black,Female,<=50K
34,HS-grad,Divorced,White,Female,<=50K
41,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Never-married,White,Male,<=50K
53,HS-grad,Married-civ-spouse,White,Male,>50K
54,HS-grad,Married-civ-spouse,White,Male,<=50K
58,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,>50K
39,HS-grad,Married-civ-spouse,White,Female,<=50K
32,HS-grad,Never-married,White,Male,<=50K
51,HS-grad,Married-civ-spouse,White,Male,>50K
25,HS-grad,Never-married,White,Male,<=50K
49,HS-grad,Divorced,White,Female,<=50K
24,HS-grad,Married-civ-spouse,White,Male,<=50K
20,HS-grad,Never-married,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
31,HS-grad,Married-civ-spouse,White,Male,>50K
48,HS-grad,Divorced,White,Female,<=50K
40,HS-grad,Divorced,White,Female,<=50K
25,HS-grad,Married-civ-spouse,White,Male,<=50K
33,HS-grad,Married-civ-spouse,White,Female,<=50K
41,HS-grad,Never-married,Black,Male,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Separated,Black,Female,<=50K
23,HS-grad,Never-married,Black,Male,<=50K
26,HS-grad,Never-married,White,Male,<=50K
38,HS-grad,Married-civ-spouse,White,Male,<=50K
32,HS-grad,Never-married,White,Male,<=50K
57,HS-grad,Married-civ-spouse,White,Male,>50K
39,HS-grad,Divorced,Other,Female,<=50K
28,HS-grad,Never-married,Black,Male,<=50K
38,HS-grad,Divorced,White,Female,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
20,HS-grad,Never-married,White,Female,<=50K
69,HS-grad,Widowed,White,Female,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
55,HS-grad,Separated,White,Female,<=50K
61,HS-grad,Divorced,Black,Female,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
22,HS-grad,Never-married,White,Male,<=50K
25,HS-grad,Never-married,White,Male,<=50K
90,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Divorced,White,Female,<=50K
32,HS-grad,Never-married,Black,Male,<=50K
18,HS-grad,Married-spouse-absent,Black,Male,<=50K
28,HS-grad,Never-married,White,Male,>50K
25,HS-grad,Never-married,White,Male,<=50K
30,HS-grad,Never-married,White,Male,<=50K
24,HS-grad,Married-civ-spouse,White,Male,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Divorced,Black,Female,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
20,HS-grad,Never-married,White,Male,<=50K
55,HS-grad,Divorced,Black,Female,<=50K
32,HS-grad,Married-civ-spouse,White,Male,<=50K
37,HS-grad,Divorced,Black,Female,<=50K
31,HS-grad,Married-civ-spouse,White,Male,<=50K
38,HS-grad,Married-civ-spouse,White,Female,<=50K
29,HS-grad,Married-civ-spouse,White,Male,<=50K
28,HS-grad,Never-married,White,Female,<=50K
19,HS-grad,Never-married,White,Male,<=50K
27,HS-grad,Married-civ-spouse,White,Male,<=50K
49,HS-grad,Divorced,Black,Male,<=50K
63,HS-grad,Divorced,White,Female,<=50K
36,HS-grad,Married-civ-spouse,White,Male,>50K
68,HS-grad,Married-civ-spouse,White,Female,<=50K
38,HS-grad,Married-civ-spouse,White,Female,<=50K
59,HS-grad,Divorced,White,Female,<=50K
67,HS-grad,Widowed,White,Female,<=50K
48,HS-grad,Married-civ-spouse,White,Male,>50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
29,HS-grad,Married-civ-spouse,White,Female,<=50K
43,HS-grad,Never-married,Black,Male,<=50K
23,HS-grad,Never-married,White,Female,<=50K
19,HS-grad,Never-married,Asian-Pac-Islander,Female,<=50K
32,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Separated,Black,Female,<=50K
24,HS-grad,Separated,White,Female,<=50K
50,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
40,HS-grad,Married-civ-spouse,White,Male,<=50K
43,HS-grad,Never-married,White,Male,<=50K
44,HS-grad,Married-civ-spouse,White,Male,>50K
33,HS-grad,Married-civ-spouse,White,Male,<=50K
19,HS-grad,Never-married,White,Male,<=50K
46,HS-grad,Married-civ-spouse,Black,Male,<=50K
26,HS-grad,Married-civ-spouse,White,Male,<=50K
20,HS-grad,Never-married,White,Female,<=50K
41,HS-grad,Never-married,White,Male,<=50K
55,HS-grad,Married-civ-spouse,White,Male,<=50K
39,HS-grad,Married-civ-spouse,White,Male,<=50K
36,HS-grad,Never-married,Black,Male,<=50K
42,HS-grad,Divorced,White,Male,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
54,HS-grad,Married-civ-spouse,White,Male,<=50K
31,HS-grad,Never-married,White,Male,<=50K
27,HS-grad,Divorced,White,Male,<=50K
34,HS-grad,Married-civ-spouse,White,Male,<=50K
22,HS-grad,Never-married,White,Male,<=50K
20,HS-grad,Never-married,White,Male,<=50K
49,HS-grad,Married-civ-spouse,White,Male,<=50K
35,HS-grad,Married-civ-spouse,White,Male,<=50K
53,HS-grad,Married-civ-spouse,White,Male,<=50K
64,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Married-civ-spouse,White,Male,>50K
25,HS-grad,Married-civ-spouse,White,Male,>50K
24,HS-grad,Never-married,White,Male,<=50K
19,HS-grad,Never-married,White,Female,<=50K
22,HS-grad,Never-married,Black,Male,<=50K
56,HS-grad,Married-civ-spouse,White,Male,<=50K
42,HS-grad,Married-civ-spouse,White,Male,>50K
38,HS-grad,Married-civ-spouse,White,Male,>50K
52,HS-grad,Separated,White,Female,<=50K
49,HS-grad,Widowed,White,Female,<=50K
30,HS-grad,Married-civ-spouse,White,Male,<=50K
59,HS-grad,Married-civ-spouse,White,Female,>50K
62,HS-grad,Married-civ-spouse,White,Male,>50K
54,HS-grad,Never-married,White,Female,<=50K
38,HS-grad,Never-married,Black,Female,<=50K
74,HS-grad,Married-civ-spouse,White,Male,>50K
25,HS-grad,Married-civ-spouse,White,Male,<=50K
19,HS-grad,Never-married,White,Female,<=50K
36,HS-grad,Divorced,White,Female,<=50K
25,HS-grad,Married-civ-spouse,White,Male,<=50K
44,HS-grad,Married-civ-spouse,White,Male,>50K
36,HS-grad,Divorced,White,Male,<=50K
50,HS-grad,Divorced,Amer-Indian-Eskimo,Female,<=50K
20,HS-grad,Never-married,White,Female,<=50K
64,HS-grad,Widowed,White,Female,<=50K
35,HS-grad,Never-married,White,Male,<=50K
45,HS-grad,Divorced,White,Female,<=50K
37,HS-grad,Never-married,Asian-Pac-Islander,Male,<=50K
20,HS-grad,Never-married,White,Female,<=50K
45,HS-grad,Married-civ-spouse,White,Male,>50K
20,HS-grad,Never-married,White,Male,<=50K
23,HS-grad,Never-married,White,Male,<=50K
46,HS-grad,Never-married,White,Male,<=50K
35,HS-grad,Divorced,White,Female,<=50K
47,HS-grad,Married-civ-spouse,White,Male,<=50K
40,HS-grad,Married-civ-spouse,White,Male,<=50K
19,HS-grad,Never-married,White,Male,<=50K
55,HS-grad,Married-civ-spouse,White,Male,<=50K
29,HS-grad,Never-married,White,Male,<=50K
